,black_rating,id,rated,turns,victory_status,white_rating,winner
7979,1442,9INxecqU,True,109,mate,1434,white
7980,1434,f94QiGRl,False,27,resign,1521,white
7981,1444,109EBr6q,True,28,resign,1461,white
7982,1462,j5lhzphF,True,38,resign,1480,white
7983,1468,S9GnUPZl,True,52,mate,1472,black
7984,1465,MocI97S6,True,83,resign,1462,white
7985,1462,UvRlXFuZ,True,161,draw,1459,draw
7986,1529,9qWaIfGl,True,67,mate,1449,white
7987,1460,5CKWrFYg,True,57,mate,1460,white
7988,1481,c3SvLaB1,True,73,mate,1501,white
7989,1469,wU2Wds8R,True,31,resign,1508,black
7990,1402,ueJmq5xE,True,46,resign,1460,white
7991,1442,NJ4bImbc,True,77,resign,1450,white
7992,1454,CwZe7rpa,True,11,mate,1439,white
7993,1429,n9Pw7S7W,True,30,resign,1401,black
7994,1333,1mc6G51R,True,53,resign,1413,white
7995,1817,O2cEXTWV,True,84,resign,2118,black
7996,2197,cBc1VAJ4,True,171,mate,2118,white
7997,2004,G9w87KIu,True,39,resign,2118,white
7998,2077,xjNr3t6x,True,96,resign,2078,black
7999,1969,cbzM0gIr,True,29,resign,2040,white
8000,1585,iV9Payug,True,41,mate,2032,white
8001,1862,WoWDaW76,True,77,resign,1938,white
8002,1871,4XPP8UBd,True,31,mate,1862,white
8003,1794,NlV871WO,True,140,resign,1697,black
8004,1709,ignMwLnA,True,15,resign,1655,white
8005,1451,tFaJdS2P,True,23,mate,1500,white
8006,1500,Y3h1K7yx,False,21,resign,1500,white
8007,1500,Rv9bCHt3,False,44,resign,1671,black
8008,1567,HXo9qHyK,False,111,resign,1671,black
8009,1671,l07zCxAw,False,30,resign,1710,white
8010,1671,Ow1AWBzM,False,39,resign,1610,black
8011,1743,usHrhCTX,False,52,resign,1671,black
8012,1398,Z4NLTNqE,False,15,resign,1671,white
8013,1671,l0p9DZcs,False,23,resign,1398,white
8014,2014,HEKFLJyd,False,64,resign,1671,black
8015,1671,ciH8wiOt,False,59,resign,1794,white
8016,1671,5lolr2Hd,False,45,mate,1771,white
8017,1682,YfPtUKJh,True,131,resign,1648,white
8018,1735,6AHYEOhF,True,136,resign,1692,black
8019,1421,F7SR3L2c,True,13,resign,1688,white
8020,1676,KQFu9cz9,True,60,resign,1705,black
8021,1672,dLjaXzuJ,True,34,mate,1396,black
8022,1456,h5R6SpUG,True,43,resign,1667,white
8023,1435,b9nHjJGY,True,46,resign,1684,black
8024,1676,zppADk96,True,40,mate,1549,black
8025,1668,wuI6rEj7,True,37,resign,1687,black
8026,1680,cTI3uVtT,True,72,resign,1698,black
8027,1470,8ikn74mb,False,55,mate,1698,white
8028,1698,wJXNUNzJ,False,50,mate,1470,black
8029,1616,enUFhR57,True,87,resign,1689,white
8030,1678,ckclZAqW,True,32,resign,1673,black
8031,1588,Qu3MVllt,True,53,resign,1670,white
8032,1677,p6ifNJBw,True,109,resign,1791,white
8033,1663,2GqMczDY,True,143,draw,1639,draw
8034,1720,KYeLQrBP,True,37,mate,1650,white
8035,1657,vLAWlndI,True,27,resign,1790,white
8036,1640,VJDHm9iv,True,41,resign,1646,white
8037,1651,KENXx1H4,True,43,resign,1856,white
8038,1662,Tat8TxY9,True,73,resign,1655,white
8039,1673,3K0d4sf1,True,53,resign,1646,white
8040,1656,dVgAYQq2,True,73,resign,1662,white
8041,1506,Q19RrR5C,False,67,mate,1516,white
8042,1501,AEB20bwt,True,38,resign,1489,black
8043,1501,SVLzTssU,False,26,mate,1188,black
8044,1929,EoAM7WnC,True,62,resign,1999,black
8045,1718,uLmIQ5gN,True,48,resign,1901,black
8046,1500,gUwtUAM8,True,34,mate,1587,black
8047,1500,dUT9FWm3,True,26,resign,1891,black
8048,1707,QZgn9FF5,True,72,resign,1829,black
8049,1832,XdwF3vgd,True,93,draw,1736,draw
8050,1712,YLXFQ9Z4,True,62,resign,1847,black
8051,1835,4weCiecQ,True,82,resign,1834,black
8052,1769,IdKtXc82,True,129,mate,1825,white
8053,1823,ukU8o43U,True,96,draw,1864,draw
8054,1818,WpfzHv8n,True,145,outoftime,1964,draw
8055,1723,SeysCkcO,True,78,outoftime,1834,black
8056,1825,uaDzZVi3,True,36,resign,1727,black
8057,1816,9BFUJexL,True,36,resign,1701,black
8058,1690,qesmkB89,True,35,outoftime,1807,white
8059,1800,rvyyS2XH,True,112,resign,1650,black
8060,1683,vG79yeJD,True,29,resign,1791,white
8061,1781,imB3Xk1O,True,28,resign,1705,black
8062,1770,nVlVhgF1,True,66,resign,1697,black
8063,1774,esTtXNlB,True,73,draw,1770,draw
8064,1755,vn1rd7nO,True,106,resign,1811,black
8065,1754,tPzvkeYT,True,30,resign,1768,black
8066,1785,W05ngb4v,True,33,resign,1678,white
8067,1764,eHDZtxTg,True,32,resign,1798,black
8068,1814,p3ovqxmU,True,65,resign,1759,white
8069,1829,nZnmaGLQ,True,52,resign,1827,black
8070,1843,3ZLZQ7a4,True,71,resign,1799,white
8071,2122,KvwLbNRb,True,52,resign,1848,black
8072,1826,FUWrFGj8,True,13,draw,1849,draw
8073,2023,Ku2EnnB1,True,30,outoftime,1994,black
8074,2004,sNQNyZTI,True,43,mate,2011,white
8075,2028,edb8KHT9,True,119,outoftime,1895,white
8076,2016,lFsOFURn,True,36,resign,1989,black
8077,2024,j4Jgs3BT,True,89,mate,2177,white
8078,2058,dvKLK828,True,58,resign,2009,white
8079,1774,UTTQdAPC,True,21,resign,2003,white
8080,1990,BVCKqf9g,True,116,outoftime,1984,black
8081,1979,Z7qXopih,True,136,outoftime,1910,black
8082,1979,ANejBDCI,False,126,resign,2173,black
8083,1753,1jQvcCAO,True,16,mate,1811,black
8084,1798,lzfP8Pqn,True,44,resign,1824,black
8085,1896,auELej4Z,True,32,resign,1834,black
8086,1831,9MDSBK9P,True,50,resign,1495,black
8087,1914,WffRlm0J,True,30,resign,1840,black
8088,1851,pZYi4UW3,True,55,resign,1874,white
8089,1837,hCx9wtof,True,74,mate,1889,black
8090,1402,moVzqlDK,True,98,mate,1305,black
8091,1402,SDtYGwSy,False,150,mate,1500,black
8092,1823,mW3KFFHG,True,86,outoftime,1406,black
8093,1421,kY9tnUF3,True,29,mate,1379,white
8094,1171,xnBaJWZC,True,83,mate,1366,white
8095,1500,MyRka1ps,False,68,resign,1366,black
8096,1918,RpXi7Bve,True,38,mate,1368,black
8097,1273,MMo4pe5s,True,36,resign,1689,black
8098,1249,Jg4FZMQR,True,75,draw,1721,draw
8099,1286,UQ686Htv,True,39,resign,1114,white
8100,1295,a4TVt6fC,True,41,outoftime,1585,white
8101,1303,JYdJFMDu,True,35,mate,1638,white
8102,1623,3e4VGhIV,True,80,outoftime,1311,black
8103,1278,Zaq9dRjj,True,52,outoftime,1302,black
8104,1298,wxo8YpHi,True,57,mate,1432,white
8105,1912,jyoqx6pd,True,24,resign,1300,black
8106,2074,NtFh1Eom,True,55,resign,2012,white
8107,2232,XnkPzt9n,True,118,mate,2017,black
8108,2079,VHhrAttv,True,54,resign,2027,black
8109,1923,6bsNoQqw,True,67,resign,2018,white
8110,2009,FkcbtcKz,True,50,resign,1915,black
8111,1808,f1dn9Neu,True,91,resign,2003,white
8112,1500,2HrHCRXy,True,62,resign,2063,black
8113,1500,r0vYk3pJ,False,27,resign,1681,white
8114,1493,efbTWQ90,False,110,mate,1500,black
8115,1723,iBG0WO7C,False,116,mate,1500,black
8116,1500,3OWSWcrV,False,75,resign,1723,white
8117,1723,TjK2la2E,False,80,mate,1500,black
8118,1723,rLwPUmI2,False,100,mate,1500,black
8119,1500,3VnMKuJs,False,81,mate,1723,white
8120,1723,87EiAT1b,False,98,mate,1500,black
8121,1723,Ojz3EhSn,False,98,resign,1500,black
8122,1500,1vbvkAL0,False,63,mate,1723,white
8123,1500,tNRmGUln,False,115,mate,1723,white
8124,1415,4yyefPw7,True,46,resign,1534,black
8125,1597,4EPuGhYq,True,56,resign,1433,black
8126,1715,qIRuzp2u,True,102,resign,1462,black
8127,1493,6l9RaCzg,True,43,resign,1561,white
8128,1532,ImSN8nyZ,True,16,resign,1550,white
8129,1556,4yeBFjRj,True,99,resign,1745,white
8130,1487,dd9K4Fgy,True,76,mate,1623,black
8131,1557,09SHCOaM,True,15,resign,1485,white
8132,1574,n3MARvHB,True,54,resign,1638,black
8133,1773,jLAdkyCI,True,89,resign,1532,white
8134,1538,5a2ZmVT9,True,25,mate,1720,white
8135,1702,7UnOinRX,True,58,resign,1247,black
8136,1432,RA8NDIce,True,37,mate,1635,white
8137,1404,JSYfuYiL,True,45,resign,1500,white
8138,1730,C952uxGm,False,27,resign,1500,black
8139,1500,2hY3wmwD,False,91,mate,1542,white
8140,1500,5YUu8Ofe,False,3,resign,1047,white
8141,1234,RXtokVC3,True,29,resign,1293,white
8142,1346,PN8KtDvo,True,31,resign,1367,white
8143,1500,lOxtyK9M,True,27,resign,1543,white
8144,1347,oDKpWvIT,True,59,mate,1354,white
8145,1334,iTW8CIWz,True,58,mate,1094,black
8146,1327,qexu6tHr,True,86,resign,1370,black
8147,1273,Wi3u3BsQ,True,49,resign,1399,white
8148,1488,cOlCsHvD,True,54,mate,1278,black
8149,1233,epDNgziO,True,67,mate,1267,white
8150,1267,HucSwcAS,False,33,mate,1500,white
8151,1278,LN4qyqve,True,53,mate,1287,white
8152,1343,6w92QH92,True,91,mate,1263,white
8153,1349,eIcITSRn,True,30,resign,1271,black
8154,1277,QBqDiIri,True,57,mate,1460,white
8155,1330,w55z6cXo,True,66,resign,1292,black
8156,1500,a5jidOIC,False,78,resign,1292,black
8157,1319,mPn3NCN6,True,62,resign,1303,black
8158,1314,MMkjYwmU,True,75,resign,1307,white
8159,1318,3xsSZU5O,True,75,mate,1301,white
8160,1385,L6WvDz8g,False,56,mate,1301,black
8161,1916,jCghLW1D,True,66,resign,1978,black
8162,2241,4zofgCwV,True,80,resign,1977,black
8163,1986,dggIoZ4a,True,31,resign,2064,white
8164,1999,nJfNoT29,True,45,resign,1935,white
8165,1631,vVf2hRsB,True,35,resign,1997,white
8166,2013,BYP0LBAZ,True,37,resign,1842,white
8167,1602,a2VzhCrr,True,45,mate,2011,white
8168,2007,CwvLlyPt,True,60,resign,1734,black
8169,1891,eXDZbsco,True,51,resign,1998,white
8170,1995,U8JKn0YW,True,80,resign,1688,black
8171,1828,b3ECbNAF,True,58,resign,2011,black
8172,1757,iPirZ2te,True,91,mate,2006,white
8173,1992,Fx1HOgKy,True,50,resign,2052,black
8174,2008,wa9fwn08,True,55,resign,1979,white
8175,1564,e9ZGblg1,True,47,resign,1977,white
8176,1973,dt1CCwwQ,True,124,resign,1712,black
8177,1935,mDpYal5S,True,35,mate,1962,white
8178,1938,a4H6650x,True,145,mate,1936,white
8179,1770,HXovfv2n,True,118,resign,1953,black
8180,1946,tXpzzzXG,True,58,resign,1775,black
8181,1781,TADgQNQO,True,39,resign,1939,white
8182,1850,0kzHjm8Q,True,196,mate,1954,black
8183,1944,5Kmm7fWC,True,126,outoftime,1858,black
8184,1954,f1PyNBl5,True,104,draw,1542,draw
8185,1507,ZEZVc4x6,True,37,resign,1952,white
8186,1945,6v9EFAij,True,62,resign,1801,black
8187,1948,NuYfjbLq,True,27,resign,1932,white
8188,1930,fwLgz0IR,True,56,mate,1509,black
8189,2008,RYAE0s4I,True,84,resign,1939,black
8190,1933,3i6GxfYI,True,109,resign,1728,black
8191,1688,dEnOv2Ht,True,51,resign,1928,white
8192,1924,nr1w40q3,True,42,resign,1663,black
8193,1874,VlMeOfZl,True,29,resign,1913,white
8194,1339,dubiqCkq,True,53,mate,1912,white
8195,1910,BrYpc2rm,True,78,resign,1480,black
8196,1898,TKIsCh0w,True,106,resign,1905,black
8197,1886,2O5yNONv,True,66,resign,1907,black
8198,1919,adLb526K,True,73,resign,1872,white
8199,1932,z1lzbWRI,True,61,resign,1858,white
8200,1855,YwvZUJyB,True,76,resign,1515,black
8201,1518,40Sg2ybV,True,79,resign,1852,white
8202,1626,hZzJObAe,False,25,outoftime,1788,white
8203,1869,lWUhyjnn,True,104,outoftime,1804,black
8204,1367,fWZZ3teV,True,69,mate,1802,white
8205,1808,YJMUJPfS,True,69,outoftime,1973,white
8206,1562,ZgozQr7S,True,33,resign,1803,white
8207,1800,eMyRcF51,True,30,mate,1431,black
8208,1821,HcaTyrwl,True,103,outoftime,1384,white
8209,1762,jlgZqzAW,True,96,outoftime,1847,black
8210,1839,92HRsKgL,True,32,resign,1732,black
8211,1834,bVj2lZ5Y,True,66,resign,1591,black
8212,1843,sUvXThmx,True,109,outoftime,1896,white
8213,1838,7gmcGJta,True,118,mate,1620,black
8214,1626,egIedqVA,True,101,mate,1832,white
8215,1826,ZYcK3C7D,True,82,mate,1631,black
8216,1637,5DH3p6fX,True,93,mate,1819,white
8217,1813,7OYhjT1j,True,52,mate,1607,black
8218,1806,31pN4QUF,True,54,mate,1359,black
8219,1802,9RDzo629,True,150,outoftime,1513,black
8220,1517,M6b5SoPF,True,107,mate,1798,white
8221,1388,IWOzqRgv,True,63,mate,1796,white
8222,1665,XMtsSdnP,True,91,outoftime,1788,white
8223,1771,VEL6BoBf,True,70,resign,1954,black
8224,1767,F9MpZPPm,True,151,mate,1759,white
8225,1754,o2BmyBeE,True,131,draw,1913,draw
8226,1772,aydcdJIH,True,55,resign,1517,white
8227,1774,fz2ipJCt,True,81,mate,2150,white
8228,1766,wRKsPLC0,True,50,mate,1641,black
8229,1649,XIifGbQz,True,39,mate,1758,white
8230,1746,7OYhVEdO,True,66,resign,1754,black
8231,1674,iMAld5jZ,True,77,mate,1737,white
8232,1660,CNAmfJau,True,68,mate,1750,black
8233,1746,C4XL3L30,True,98,mate,1476,black
8234,1783,FnKCm892,True,75,resign,1733,white
8235,1745,thLhd4lG,True,83,outoftime,1688,white
8236,1637,gOJCYSpO,True,41,resign,1737,white
8237,1500,ASTCTZiz,False,25,resign,1953,white
8238,1953,EYpYXYV2,False,57,resign,1856,white
8239,1953,icQy2lnB,False,45,resign,1836,white
8240,1953,fF8elZxb,True,156,resign,1372,black
8241,1953,Fi3BSURz,True,40,outoftime,1895,black
8242,1905,6JWaKsLC,True,41,resign,1887,white
8243,1855,azc0d6Qv,True,38,resign,1621,black
8244,1554,32NdqecN,True,35,mate,1823,white
8245,1775,ySS9zY8U,True,40,resign,1569,black
8246,1703,0P5u9iGd,True,64,resign,1540,black
8247,1549,6b7D25Za,True,47,resign,1500,white
8248,1069,bJTQarCU,False,79,mate,946,white
8249,1069,fIXngSRy,False,3,outoftime,1102,white
8250,1500,grh3ytjd,False,49,mate,1500,white
8251,1200,3plm7jy4,False,70,resign,1200,black
8252,1200,myvrqc5u,False,87,resign,1200,white
8253,1160,94Fzu1MZ,True,14,mate,1209,black
8254,1280,C2yY4Vu0,True,31,mate,1424,white
8255,1415,sFoUxJGh,True,22,mate,1500,black
8256,1431,0F9UySYU,True,37,resign,1379,white
8257,1500,4UMTy3D5,True,73,resign,1724,white
8258,1225,oAjzLYGR,True,7,resign,1286,white
8259,2199,6gke5zYl,True,42,mate,1797,black
8260,2196,wyPUA8KL,True,64,mate,1799,black
8261,2195,P6sTXsLQ,True,56,resign,1750,black
8262,1884,tGUixiIG,True,57,resign,2191,white
8263,2187,FdtKJX9D,True,38,resign,1887,black
8264,1891,WXwOPOuP,True,65,resign,2184,white
8265,2172,JuLC4yYi,True,88,mate,2167,black
8266,1946,uZUPlbUJ,True,54,mate,1321,black
8267,1941,nbFuh8ZW,True,126,outoftime,1718,black
8268,1831,Qlsr95Uq,True,115,outoftime,1932,white
8269,1932,nVWj5dnH,True,114,mate,1233,black
8270,1901,WHrydbus,True,94,resign,1945,black
8271,2109,AQsffKvT,True,82,resign,1951,black
8272,1985,rQ2EfVxK,True,69,resign,1938,white
8273,1527,lLNvJRQY,False,41,resign,1938,white
8274,1953,mRnhItTC,True,65,resign,1865,white
8275,1862,dUjGaHqg,True,113,draw,1956,draw
8276,1948,wfaEP6Op,True,94,outoftime,1828,black
8277,1813,qZyq0f9z,True,38,resign,1964,black
8278,1890,u36Knrek,True,30,resign,1955,white
8279,1972,fWUQMqkF,True,169,mate,1784,white
8280,2106,L7h0DXsV,True,126,outoftime,1929,black
8281,2077,vCYyGQqQ,True,114,outoftime,1965,black
8282,1981,ttTrSqWO,True,45,resign,2043,white
8283,2056,7irMQrjg,True,65,resign,1966,white
8284,1428,zdbrMAH8,True,47,resign,1334,white
8285,1339,laldo4k0,True,41,mate,1603,white
8286,1341,OJtM98RU,True,37,resign,1719,white
8287,1348,26hwta6Y,True,105,resign,1519,white
8288,1361,330uwpWK,True,29,resign,1667,white
8289,1365,iSzpTKUk,True,105,resign,1668,white
8290,1345,59KeahRe,True,94,resign,1518,black
8291,1653,8L3LPAZ2,True,98,resign,1349,black
8292,1344,HAyo2yYO,True,70,resign,1065,black
8293,1321,9ydS7SoA,True,61,resign,1627,black
8294,1617,ma3ImTIr,True,104,resign,1325,black
8295,1329,2zfxBtxG,True,51,resign,1694,white
8296,1572,SZ6stUgq,True,60,resign,1334,black
8297,1786,K0jnAtnc,True,56,outoftime,1336,black
8298,1341,GWsQxyjt,True,97,resign,1596,white
8299,1449,WIwhJuCs,True,63,outoftime,1323,white
8300,1324,r2rhldys,True,65,mate,1829,white
8301,1330,TWyZZFfM,True,75,mate,1537,white
8302,1314,XlyIYbHk,True,122,outoftime,1393,black
8303,1322,nSYjpaAG,True,61,resign,1480,white
8304,1325,QInACyYS,True,51,resign,1676,white
8305,1697,1X6GpCGr,True,99,resign,1301,white
8306,1611,RS5S6u2i,True,57,resign,1305,black
8307,1668,SMkjPVkw,True,52,mate,1671,black
8308,1618,sf4xFXgg,False,44,resign,2586,white
8309,1083,fQtmxwLJ,False,52,mate,1204,black
8310,1390,2jv6C0qj,True,49,outoftime,1903,white
8311,1390,UXXDZyro,False,23,resign,1387,black
8312,1439,cUTkQwRC,True,20,resign,1400,black
8313,1411,rjY3xKPf,True,35,mate,1428,white
8314,1445,uXUGjPF1,True,93,resign,1398,white
8315,1337,Xc1txnuA,True,22,outoftime,1410,black
8316,1429,oEBwp1wa,True,64,resign,1421,black
8317,1383,n3MCK8xW,True,130,outoftime,1435,black
8318,1471,uXgXyX3U,True,121,outoftime,1420,white
8319,1431,CEAwz9AD,True,45,resign,1445,white
8320,1422,pDe7Qi5V,True,148,resign,1312,black
8321,1321,2Z2lBeOa,True,77,mate,1412,white
8322,1401,iEx9SqUf,True,66,resign,1331,black
8323,1386,4by8zqZZ,True,51,resign,1390,white
8324,1430,0OYI03t4,True,130,mate,1401,black
8325,1392,VONQt2O3,True,50,outoftime,1283,black
8326,1377,ntnCz7iG,True,48,resign,1381,black
8327,1392,XrjhnDyl,True,25,mate,1362,white
8328,1252,jwv5M4VO,True,18,mate,1380,black
8329,1368,DnDi3H2f,True,56,resign,1288,black
8330,1302,5ohNHm0V,True,107,mate,1355,white
8331,1235,GuggRNG1,True,43,resign,1345,white
8332,1326,B3Aej0OJ,True,62,mate,1407,black
8333,1451,YOnKpTM1,True,91,mate,1282,white
8334,1205,kaSP9Q1r,True,23,resign,1269,white
8335,1570,4n13kEJP,True,60,mate,1274,black
8336,1576,SZADwCBU,True,50,resign,1279,black
8337,1284,6oya0ICn,True,75,resign,1569,white
8338,1285,oyUHmy0C,True,71,resign,1850,white
8339,1287,P61ANeKk,True,75,resign,1751,white
8340,1952,La1qioSh,True,132,mate,1288,black
8341,1825,pzh5LICB,True,46,resign,1289,black
8342,1274,MxVJi6Mh,True,17,mate,1430,white
8343,1439,uNSQRmWV,True,33,resign,1250,white
8344,1297,s03lJbUC,True,117,outoftime,1230,white
8345,1314,CBl1zeq6,True,52,mate,1243,black
8346,1721,sTXlokrE,True,30,resign,1953,black
8347,1203,H6KK0Y89,True,15,outoftime,1340,white
8348,1301,XIldfFMw,True,115,mate,1365,white
8349,1301,OjrlGO5B,False,38,mate,1493,black
8350,1571,NAhMZ9Sf,False,52,resign,1301,black
8351,1301,ODSX9c4c,False,61,mate,1571,white
8352,1571,uKNqVSYu,False,49,mate,1301,white
8353,1301,lAMo34gR,False,81,mate,1571,white
8354,1301,V8i8Nrbx,False,54,resign,1500,black
8355,1455,KkRLJJDB,True,48,mate,1500,black
8356,1500,qT1subGf,False,57,mate,1791,white
8357,1791,zoBseHQA,False,31,resign,1500,black
8358,1500,wunGHxMJ,False,33,mate,1791,white
8359,2195,fPDNzOJm,False,64,outoftime,1629,black
8360,2028,qWWfKnQF,False,44,resign,2195,black
8361,2192,DBuMcPZC,True,86,outoftime,1822,black
8362,1990,wiyCJboR,True,60,resign,2218,black
8363,2215,rtJjqjoM,True,94,resign,1795,black
8364,2008,czHbCVdU,True,119,mate,2202,white
8365,1802,cJG8zvTe,True,25,resign,2199,white
8366,1500,bPr8oK6w,True,39,resign,2198,white
8367,2197,Ual7GxRG,True,76,mate,1555,black
8368,2194,o6yGcaAr,True,56,resign,1787,black
8369,2194,vUetNCH2,True,50,mate,1467,black
8370,1868,CRBecPG5,True,46,resign,2189,white
8371,2183,LP2bsZlm,True,72,resign,1897,black
8372,1551,5aX94yHj,True,101,resign,2183,white
8373,2179,rTaeOWQv,True,36,mate,1775,black
8374,2210,F7rKotGj,True,43,resign,1718,white
8375,1967,Fm1P4vZp,True,39,mate,2204,white
8376,2198,VOOD8WEQ,True,54,resign,1915,black
8377,2225,DtFjKQWw,True,89,mate,1949,white
8378,1842,5EAOy2IS,True,83,resign,2222,white
8379,1382,uUaRtUyc,True,7,resign,2222,white
8380,2221,YYxsDPJq,True,44,resign,1299,black
8381,2249,ET4w0tky,True,34,resign,1954,white
8382,1826,040U0Fpb,True,52,resign,2279,black
8383,2271,K9NBAxax,True,66,resign,2063,black
8384,1613,R7iL6PvJ,True,49,resign,2270,white
8385,1672,TFbnhlVN,True,3,resign,2269,white
8386,2266,ltjVf1bI,True,50,mate,1835,black
8387,1893,HtbtHWUK,True,122,draw,2277,draw
8388,2269,hbCAy9WE,True,70,resign,2088,black
8389,2037,u26bXYrF,True,7,resign,2262,white
8390,2258,F8rEcqAP,True,74,resign,1915,black
8391,2006,EFI6A6q4,True,54,resign,2251,white
8392,2241,OCLCEuDL,True,88,outoftime,2106,black
8393,2134,WU3XxSRA,True,49,resign,2229,white
8394,2225,QLbTUeKk,True,28,resign,1820,black
8395,1810,1KGdSIqj,True,37,mate,2222,white
8396,2212,LcOf45oe,True,40,resign,1622,black
8397,2236,mzCZWqYJ,True,81,resign,2090,white
8398,1253,HLLXDNOR,True,80,resign,1275,black
8399,1275,NGE2umJp,False,2,resign,1049,white
8400,1341,CDuxTWrV,True,49,mate,1527,white
8401,1500,Wc2D2Y1y,True,13,resign,1535,white
8402,1686,IQIGe8TY,False,45,resign,2177,white
8403,1855,q7H1Kmei,True,62,resign,1748,black
8404,1500,j8FKmBOp,True,94,mate,1759,black
8405,1508,GGtqsjYi,True,71,mate,1516,white
8406,1516,WqX58YGc,True,94,draw,1500,draw
8407,1528,nBSW1PQk,True,63,resign,1535,white
8408,1662,JWkNah6q,True,104,mate,1537,black
8409,1650,QGiFt4ko,True,69,mate,1519,white
8410,1528,EgkS2RLU,True,35,resign,1662,white
8411,1522,IQvj5bGU,True,58,mate,1360,black
8412,1213,eEsn6ail,True,72,resign,1542,black
8413,1356,FVUECS2w,True,30,mate,1081,black
8414,1116,XOxjbZSD,True,37,mate,1351,white
8415,1346,zZg84kcp,True,44,mate,1167,black
8416,1264,kfeoB7UM,True,31,mate,1338,white
8417,1264,368XGDBw,False,3,resign,2053,white
8418,1358,b1DsRUyV,False,56,mate,1264,black
8419,1065,RDXAK1pX,False,34,mate,1264,black
8420,1264,aTWVFP29,False,61,resign,1065,white
8421,1500,sQ0KgZLA,True,43,mate,1395,white
8422,1500,ZXtRouKo,False,55,mate,1579,white
8423,1389,PBCx5yAi,True,40,resign,1161,black
8424,1518,M29tylp7,True,34,resign,1373,white
8425,1385,y6WyqleS,True,48,resign,1375,white
8426,1363,Y7TjroBI,True,40,resign,1397,black
8427,1402,57tBRmVS,True,61,mate,1624,white
8428,1393,75cStmD5,True,104,mate,1328,black
8429,1274,ahCgcKhg,True,141,resign,1385,white
8430,1368,Bz1tOQr0,True,40,mate,1397,black
8431,1402,eJGEpz8F,True,85,resign,1628,white
8432,1407,1MLRQiyu,True,63,outoftime,1597,white
8433,1626,oSLAOq9L,True,57,mate,1401,white
8434,1422,j8wcbvd0,True,57,resign,1411,black
8435,1420,R0ScGmpW,True,47,mate,1485,white
8436,1412,oBMzI1yp,True,38,resign,1336,black
8437,1422,0aZEIurI,True,41,resign,1434,white
8438,1500,erBsVD8d,False,58,mate,1422,black
8439,1437,M8rBRIuA,True,27,resign,1645,white
8440,1489,P8wQYeqq,True,98,mate,1446,black
8441,1441,DV3tEmBn,True,33,resign,1246,black
8442,1467,aNzmCKjZ,True,99,outoftime,1429,white
8443,1446,TvpSccHV,True,57,resign,1417,white
8444,1366,fjuG3DFA,True,2,resign,1430,black
8445,1510,HqtcaHLd,True,159,draw,1455,draw
8446,1465,gn9KXC2H,True,29,mate,1500,white
8447,1447,BvKhE7R1,True,48,mate,1494,black
8448,1558,OGgkMeXa,True,85,mate,1433,white
8449,1441,xorVNspV,True,53,resign,1515,white
8450,1435,7KVHHNea,True,64,resign,1274,black
8451,1818,I46fX1xs,True,165,mate,2104,white
8452,1389,3hHSs12g,False,103,resign,1382,white
8453,1382,GIklg4qq,False,67,outoftime,1606,white
8454,1552,uxKsmZq1,False,76,resign,1382,black
8455,1382,im55KjC7,False,115,mate,1412,white
8456,1382,pfd9wolO,False,110,mate,1311,black
8457,1415,AiZku290,True,68,resign,1393,black
8458,1393,y5ny9LOh,False,26,resign,1500,black
8459,1408,gGv1MgBG,True,59,outoftime,1270,white
8460,1396,uCzI23NG,True,84,outoftime,1423,black
8461,1485,NDlOLwo9,False,44,mate,1396,black
8462,1403,TQojhjr6,True,38,resign,1521,white
8463,1477,1FmqDby8,True,75,draw,1401,draw
8464,1013,VWXkbtAK,True,40,resign,943,black
8465,923,T6fc6P3R,True,55,resign,1062,black
8466,1074,O1WBR4qu,True,33,mate,1369,white
8467,994,zuf8CWMT,True,68,mate,1486,black
8468,994,GAjc9ONM,False,67,mate,1698,white
8469,1046,E6dESKle,True,60,resign,971,white
8470,911,CKR88d8h,True,54,resign,1159,black
8471,1741,xXuAe8dP,True,86,draw,1710,draw
8472,1707,c5T8tvta,True,57,resign,1648,black
8473,1639,jFySubO4,True,82,resign,1769,black
8474,1483,sX1oEYKX,True,46,resign,1619,black
8475,1087,CJpPDxtH,True,30,mate,1147,black
8476,1084,d2FWCnGg,True,43,resign,991,white
8477,991,AVS9PzSC,False,68,mate,1257,black
8478,1257,KQ8Q1JAy,False,17,outoftime,991,white
8479,991,DBbuV5Ii,False,115,draw,1257,draw
8480,1257,hT4LnJd8,False,63,mate,991,white
8481,991,Lru427pf,False,78,mate,1257,black
8482,1906,LhNKvOCj,True,25,resign,2347,white
8483,1898,WAsfVgqm,True,51,resign,2344,white
8484,2134,maAJS66Q,True,45,resign,2333,white
8485,2327,SYl9u1Ro,True,22,resign,2010,black
8486,2013,PqbsOuXg,True,42,resign,2320,white
8487,2316,t1tIJRWX,True,39,resign,1912,black
8488,1917,qPgMvVgf,True,57,resign,2311,white
8489,2146,AmeN5kNw,True,59,resign,2298,white
8490,2287,PcsD83fe,True,72,resign,2052,black
8491,2057,Ot53fFSC,True,54,resign,2276,white
8492,1908,pwrft8DC,True,45,resign,2270,white
8493,2005,1nhfqgUA,True,43,outoftime,2260,white
8494,2015,I1IDsnBJ,True,87,resign,2248,white
8495,2010,mQAX9Qoh,True,63,outoftime,2235,white
8496,2112,V23c7jpC,True,128,resign,2214,white
8497,2077,JCCHW4qG,True,41,resign,2191,white
